source_path	planned_native_path	action	notes
src/MissionPlannerAvalonia/Views/MavlinkSerialTcpBridgeWindow.cs	Views/MavlinkSerialTcpBridgeWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MicrodroneDownlinkView.axaml	Views/MicrodroneDownlinkView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MicrodroneDownlinkView.axaml.cs	Views/MicrodroneDownlinkView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MicrodroneDownlinkWindow.cs	Views/MicrodroneDownlinkWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MovingBaseView.axaml	Views/MovingBaseView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MovingBaseView.axaml.cs	Views/MovingBaseView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/MovingBaseWindow.cs	Views/MovingBaseWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/OfflineMagFitWindow.axaml	Views/OfflineMagFitWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/OfflineMagFitWindow.axaml.cs	Views/OfflineMagFitWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/OpenDroneIdView.axaml	Views/OpenDroneIdView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/OpenDroneIdView.axaml.cs	Views/OpenDroneIdView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/OsdVideoOverlayWindow.axaml	Views/OsdVideoOverlayWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/OsdVideoOverlayWindow.axaml.cs	Views/OsdVideoOverlayWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ParamCompareWindow.cs	Views/ParamCompareWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/PluginManagerWindow.axaml	Views/PluginManagerWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/PluginManagerWindow.axaml.cs	Views/PluginManagerWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/PropagationSettingsWindow.cs	Views/PropagationSettingsWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ProximityWindow.cs	Views/ProximityWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/RawParamsView.axaml	Views/RawParamsView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/RawParamsView.axaml.cs	Views/RawParamsView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialOutputCotView.axaml	Views/SerialOutputCotView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialOutputCotView.axaml.cs	Views/SerialOutputCotView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialOutputCotWindow.cs	Views/SerialOutputCotWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialOutputNMEAView.axaml	Views/SerialOutputNMEAView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialOutputNMEAView.axaml.cs	Views/SerialOutputNMEAView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialOutputNMEAWindow.cs	Views/SerialOutputNMEAWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialPassThroughView.axaml	Views/SerialPassThroughView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialPassThroughView.axaml.cs	Views/SerialPassThroughView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SerialPassThroughWindow.cs	Views/SerialPassThroughWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/Setup/InstallFirmwareView.axaml	GCSViews/Setup/InstallFirmwareView.axaml	import	Setup implementation placed under the native GCSViews tree.
src/MissionPlannerAvalonia/Views/Setup/InstallFirmwareView.axaml.cs	GCSViews/Setup/InstallFirmwareView.axaml.cs	import	Setup implementation placed under the native GCSViews tree.
src/MissionPlannerAvalonia/Views/Setup/NvModemView.axaml	GCSViews/Setup/NvModemView.axaml	import	Setup implementation placed under the native GCSViews tree.
src/MissionPlannerAvalonia/Views/Setup/NvModemView.axaml.cs	GCSViews/Setup/NvModemView.axaml.cs	import	Setup implementation placed under the native GCSViews tree.
src/MissionPlannerAvalonia/Views/Setup/SikRadioView.axaml	GCSViews/Setup/SikRadioView.axaml	import	Setup implementation placed under the native GCSViews tree.
src/MissionPlannerAvalonia/Views/Setup/SikRadioView.axaml.cs	GCSViews/Setup/SikRadioView.axaml.cs	import	Setup implementation placed under the native GCSViews tree.
src/MissionPlannerAvalonia/Views/SetupView.axaml	GCSViews/SetupView.axaml	import	Top-level operational view placed in the native GCSViews tree.
src/MissionPlannerAvalonia/Views/SetupView.axaml.cs	GCSViews/SetupView.axaml.cs	import	Top-level operational view placed in the native GCSViews tree.
src/MissionPlannerAvalonia/Views/SftpLogDownloadWindow.axaml	Views/SftpLogDownloadWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SftpLogDownloadWindow.axaml.cs	Views/SftpLogDownloadWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SimulationView.axaml	Views/SimulationView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SimulationView.axaml.cs	Views/SimulationView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SpectrogramWindow.cs	Views/SpectrogramWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmFollowLeaderWindow.axaml	Views/SwarmFollowLeaderWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmFollowLeaderWindow.axaml.cs	Views/SwarmFollowLeaderWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmFollowPathWindow.axaml	Views/SwarmFollowPathWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmFollowPathWindow.axaml.cs	Views/SwarmFollowPathWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmSequenceWindow.axaml	Views/SwarmSequenceWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmSequenceWindow.axaml.cs	Views/SwarmSequenceWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmWaypointLeaderWindow.axaml	Views/SwarmWaypointLeaderWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/SwarmWaypointLeaderWindow.axaml.cs	Views/SwarmWaypointLeaderWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/Terrain3DView.axaml	Views/Terrain3DView.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/Terrain3DView.axaml.cs	Views/Terrain3DView.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/Terrain3DWindow.cs	Views/Terrain3DWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/TerrainMakerWindow.axaml	Views/TerrainMakerWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/TerrainMakerWindow.axaml.cs	Views/TerrainMakerWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/ThemeEditorWindow.cs	Views/ThemeEditorWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/TrackerHomeModuleWindow.axaml	Views/TrackerHomeModuleWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/TrackerHomeModuleWindow.axaml.cs	Views/TrackerHomeModuleWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/TranslationEditorWindow.axaml	Views/TranslationEditorWindow.axaml	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/TranslationEditorWindow.axaml.cs	Views/TranslationEditorWindow.axaml.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/Views/WarningManagerWindow.cs	Views/WarningManagerWindow.cs	import	Port-owned application source/resource imported into the native root.
src/MissionPlannerAvalonia/app.manifest	app.manifest	import	Port-owned application source/resource imported into the native root.
src/Px4Uploader/Px4Uploader.csproj	ExtLibs/px4uploader/Px4Uploader.csproj	merge	Merge portable uploader changes into the native ExtLib project.
src/UpstreamCompat/MonoRuntimeSettingsCompatibility.cs	ExtLibs/Utilities/Compatibility/MonoRuntimeSettingsCompatibility.cs	merge	Retain only if CoreCLR compatibility remains necessary after direct native changes.
srtm/S36E149.hgt	srtm/S36E149.hgt	import	Cross-platform build/package/runtime support.
srtm/S36E149.hgt.zip	srtm/S36E149.hgt.zip	import	Cross-platform build/package/runtime support.
srtm/SRTM1	srtm/SRTM1	import	Cross-platform build/package/runtime support.
srtm/SRTM3	srtm/SRTM3	import	Cross-platform build/package/runtime support.
tests/MissionPlannerAvalonia.LegacyReference/LegacyContract.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.LegacyReference/LegacyContract.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.LegacyReference/MissionPlannerAvalonia.LegacyReference.csproj	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.LegacyReference/MissionPlannerAvalonia.LegacyReference.csproj	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.LegacyTestPlugin/LegacyLifecyclePlugin.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.LegacyTestPlugin/LegacyLifecyclePlugin.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.LegacyTestPlugin/MissionPlannerAvalonia.LegacyTestPlugin.csproj	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.LegacyTestPlugin/MissionPlannerAvalonia.LegacyTestPlugin.csproj	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.TestPlugin.Dependency/FixtureIdentity.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.TestPlugin.Dependency/FixtureIdentity.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.TestPlugin.Dependency/MissionPlannerAvalonia.TestPlugin.Dependency.csproj	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.TestPlugin.Dependency/MissionPlannerAvalonia.TestPlugin.Dependency.csproj	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.TestPlugin/LifecyclePlugins.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.TestPlugin/LifecyclePlugins.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.TestPlugin/MissionPlannerAvalonia.TestPlugin.csproj	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.TestPlugin/MissionPlannerAvalonia.TestPlugin.csproj	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/AdsbConfigTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/AdsbConfigTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/AirportOverlayTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/AirportOverlayTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/AntennaTrackerOutputTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/AntennaTrackerOutputTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/AppVersionTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/AppVersionTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/AssemblyInfo.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/AssemblyInfo.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/AudioVarioTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/AudioVarioTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/BackstageLifecycleTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/BackstageLifecycleTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/BatteryEstimatorTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/BatteryEstimatorTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/CameraFeedbackProjectionTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/CameraFeedbackProjectionTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ConfigMountParityTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ConfigMountParityTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ConnectionHealthTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ConnectionHealthTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ConnectionListTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ConnectionListTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/CotEventSerializerTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/CotEventSerializerTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DataFlashExpressionEvaluatorTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DataFlashExpressionEvaluatorTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DataFlashMetadataTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DataFlashMetadataTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DeveloperBarometerAdjustmentTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DeveloperBarometerAdjustmentTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DeveloperToolParsersTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DeveloperToolParsersTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DeviceOperationsViewModelTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DeviceOperationsViewModelTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DisplayViewTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DisplayViewTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/DroneCanSessionSafetyTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/DroneCanSessionSafetyTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ElevationSourceTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ElevationSourceTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ExternalAdsbReceiverTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ExternalAdsbReceiverTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FaceMapTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FaceMapTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FirmwareArchiveTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FirmwareArchiveTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FlightCommandShortcutTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FlightCommandShortcutTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FlightDataGuidedAndMountTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FlightDataGuidedAndMountTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FlightDataSafetyAndTabTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FlightDataSafetyAndTabTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FlightDataShortcutTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FlightDataShortcutTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FlightMapOverlayTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FlightMapOverlayTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FlightPlannerUndoTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FlightPlannerUndoTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FormationFlightTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FormationFlightTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/FrameDefaultCatalogTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/FrameDefaultCatalogTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/GeoPackageOverlayTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/GeoPackageOverlayTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/GeoRefOffsetTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/GeoRefOffsetTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/GeoTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/GeoTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/GimbalVideoInteractionTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/GimbalVideoInteractionTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/GraphPresetsTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/GraphPresetsTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/HeliVisualizationTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/HeliVisualizationTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/HongKongNoFlyTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/HongKongNoFlyTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/HudFrameRecordingTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/HudFrameRecordingTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ImportedOverlayStoreTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ImportedOverlayStoreTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/InitialParamsSafetyTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/InitialParamsSafetyTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/JoystickControlTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/JoystickControlTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/JoystickInputTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/JoystickInputTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/KIndexServiceTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/KIndexServiceTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/KmlOverlayTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/KmlOverlayTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/LinuxBleSerialTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/LinuxBleSerialTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/LogAnalyzerTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/LogAnalyzerTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/LogDownloadTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/LogDownloadTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/LogExpressionTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/LogExpressionTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/LogIndexTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/LogIndexTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MapCacheManagerTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MapCacheManagerTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MapTileSourceFactoryTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MapTileSourceFactoryTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MavlinkGraphTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MavlinkGraphTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MavlinkSerialTcpBridgeTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MavlinkSerialTcpBridgeTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MavlinkVideoStreamsTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MavlinkVideoStreamsTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MessageIntervalTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MessageIntervalTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MicrodroneDownlinkTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MicrodroneDownlinkTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MissionCommandCatalogTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MissionCommandCatalogTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MissionFileTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MissionFileTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MissionPlannerAvalonia.Tests.csproj	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MissionPlannerAvalonia.Tests.csproj	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/MissionTypeSwapTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/MissionTypeSwapTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/NativeGdalMapTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/NativeGdalMapTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/NativeSimpleBleTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/NativeSimpleBleTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/NmeaChecksumTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/NmeaChecksumTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/NmeaFollowSessionTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/NmeaFollowSessionTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/NmeaGgaParserTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/NmeaGgaParserTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/NvModemTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/NvModemTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/OfflineMagFitTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/OfflineMagFitTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/OgcMapProviderTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/OgcMapProviderTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/OpenDroneIdTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/OpenDroneIdTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/OsdVideoOverlayTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/OsdVideoOverlayTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ParamFieldTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ParamFieldTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/ParameterRecoveryWorkflowTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/ParameterRecoveryWorkflowTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/PlannerMapImportTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/PlannerMapImportTests.cs	import	Preserve all port regression coverage while unifying the test graph.
tests/MissionPlannerAvalonia.Tests/PlannerPortParityTests.cs	MissionPlannerTests/Avalonia/MissionPlannerAvalonia.Tests/PlannerPortParityTests.cs	import	Preserve all port regression coverage while unifying the test graph.
